cidade,data_previsao,temperatura,umidade,proba_chuva,latitude,longitude
Uruçuí,2026-02-23 21:00:00,26.17,86,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 00:00:00,24.69,88,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 03:00:00,23.85,90,37.0,-7.2294,-44.5561
Uruçuí,2026-02-24 06:00:00,23.26,90,53.0,-7.2294,-44.5561
Uruçuí,2026-02-24 09:00:00,21.61,98,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 12:00:00,25.76,83,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 15:00:00,29.36,70,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 18:00:00,29.72,67,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 21:00:00,26.53,85,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 00:00:00,24.64,88,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 03:00:00,24.05,90,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 06:00:00,22.87,94,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 09:00:00,22.73,94,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 12:00:00,24.35,89,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 15:00:00,25.44,85,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 18:00:00,27.22,80,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 21:00:00,24.49,92,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 00:00:00,23.58,94,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 03:00:00,23.24,96,52.0,-7.2294,-44.5561
Uruçuí,2026-02-26 06:00:00,22.78,96,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 09:00:00,22.55,96,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 12:00:00,22.6,97,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 15:00:00,22.23,98,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 18:00:00,22.9,93,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 21:00:00,22.45,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 00:00:00,22.29,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 03:00:00,22.13,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 06:00:00,21.86,97,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 09:00:00,22.2,95,0.0,-7.2294,-44.5561
Barreiras,2026-02-22 12:00:00,21.58,95,80.0,-12.1528,-44.99
Barreiras,2026-02-22 15:00:00,24.93,81,100.0,-12.1528,-44.99
Barreiras,2026-02-22 18:00:00,28.95,57,100.0,-12.1528,-44.99
Barreiras,2026-02-22 21:00:00,24.69,76,46.0,-12.1528,-44.99
Barreiras,2026-02-23 00:00:00,21.47,86,17.0,-12.1528,-44.99
Barreiras,2026-02-23 03:00:00,21.33,86,0.0,-12.1528,-44.99
Barreiras,2026-02-23 06:00:00,21.63,85,0.0,-12.1528,-44.99
Barreiras,2026-02-23 09:00:00,20.79,92,15.0,-12.1528,-44.99
Barreiras,2026-02-23 12:00:00,23.79,81,19.0,-12.1528,-44.99
Barreiras,2026-02-23 15:00:00,28.74,59,34.0,-12.1528,-44.99
Barreiras,2026-02-23 18:00:00,30.97,50,8.0,-12.1528,-44.99
Barreiras,2026-02-23 21:00:00,26.83,70,0.0,-12.1528,-44.99
Barreiras,2026-02-24 00:00:00,24.24,76,23.0,-12.1528,-44.99
Barreiras,2026-02-24 03:00:00,21.68,92,81.0,-12.1528,-44.99
Barreiras,2026-02-24 06:00:00,20.91,95,38.0,-12.1528,-44.99
Barreiras,2026-02-24 09:00:00,20.19,98,0.0,-12.1528,-44.99
Barreiras,2026-02-24 12:00:00,26.45,73,0.0,-12.1528,-44.99
Barreiras,2026-02-24 15:00:00,29.43,63,100.0,-12.1528,-44.99
Barreiras,2026-02-24 18:00:00,29.67,63,100.0,-12.1528,-44.99
Barreiras,2026-02-24 21:00:00,24.94,86,100.0,-12.1528,-44.99
Barreiras,2026-02-25 00:00:00,22.89,91,100.0,-12.1528,-44.99
Barreiras,2026-02-25 03:00:00,22.0,97,100.0,-12.1528,-44.99
Barreiras,2026-02-25 06:00:00,21.83,98,100.0,-12.1528,-44.99
Barreiras,2026-02-25 09:00:00,20.85,98,100.0,-12.1528,-44.99
Barreiras,2026-02-25 12:00:00,22.3,91,100.0,-12.1528,-44.99
Barreiras,2026-02-25 15:00:00,30.18,55,17.0,-12.1528,-44.99
Barreiras,2026-02-25 18:00:00,28.68,66,100.0,-12.1528,-44.99
Barreiras,2026-02-25 21:00:00,26.13,81,77.0,-12.1528,-44.99
Barreiras,2026-02-26 00:00:00,22.86,89,27.0,-12.1528,-44.99
Barreiras,2026-02-26 03:00:00,22.55,90,20.0,-12.1528,-44.99
Barreiras,2026-02-26 06:00:00,22.02,94,20.0,-12.1528,-44.99
Barreiras,2026-02-26 09:00:00,22.2,95,45.0,-12.1528,-44.99
Barreiras,2026-02-26 12:00:00,23.5,92,100.0,-12.1528,-44.99
Barreiras,2026-02-26 15:00:00,27.55,76,100.0,-12.1528,-44.99
Barreiras,2026-02-26 18:00:00,28.23,74,100.0,-12.1528,-44.99
Barreiras,2026-02-26 21:00:00,23.89,92,100.0,-12.1528,-44.99
Barreiras,2026-02-27 00:00:00,22.22,98,100.0,-12.1528,-44.99
Barreiras,2026-02-27 03:00:00,21.95,99,100.0,-12.1528,-44.99
Barreiras,2026-02-27 06:00:00,21.58,98,100.0,-12.1528,-44.99
Barreiras,2026-02-27 09:00:00,21.39,99,100.0,-12.1528,-44.99
Balsas,2026-02-22 12:00:00,23.69,84,0.0,-7.5325,-46.0356
Balsas,2026-02-22 15:00:00,28.98,64,56.0,-7.5325,-46.0356
Balsas,2026-02-22 18:00:00,27.22,75,100.0,-7.5325,-46.0356
Balsas,2026-02-22 21:00:00,26.89,74,100.0,-7.5325,-46.0356
Balsas,2026-02-23 00:00:00,24.66,81,51.0,-7.5325,-46.0356
Balsas,2026-02-23 03:00:00,23.53,87,100.0,-7.5325,-46.0356
Balsas,2026-02-23 06:00:00,22.59,91,69.0,-7.5325,-46.0356
Balsas,2026-02-23 09:00:00,22.4,92,0.0,-7.5325,-46.0356
Balsas,2026-02-23 12:00:00,26.83,75,31.0,-7.5325,-46.0356
Balsas,2026-02-23 15:00:00,29.89,63,100.0,-7.5325,-46.0356
Balsas,2026-02-23 18:00:00,31.47,57,100.0,-7.5325,-46.0356
Balsas,2026-02-23 21:00:00,26.48,82,100.0,-7.5325,-46.0356
Balsas,2026-02-24 00:00:00,24.12,91,100.0,-7.5325,-46.0356
Balsas,2026-02-24 03:00:00,23.16,96,100.0,-7.5325,-46.0356
Balsas,2026-02-24 06:00:00,22.66,96,100.0,-7.5325,-46.0356
Balsas,2026-02-24 09:00:00,22.5,95,100.0,-7.5325,-46.0356
Balsas,2026-02-24 12:00:00,24.36,87,75.0,-7.5325,-46.0356
Balsas,2026-02-24 15:00:00,28.12,73,100.0,-7.5325,-46.0356
Balsas,2026-02-24 18:00:00,28.72,69,100.0,-7.5325,-46.0356
Balsas,2026-02-24 21:00:00,26.5,80,91.0,-7.5325,-46.0356
Balsas,2026-02-25 00:00:00,24.37,89,83.0,-7.5325,-46.0356
Balsas,2026-02-25 03:00:00,23.15,95,100.0,-7.5325,-46.0356
Balsas,2026-02-25 06:00:00,22.53,97,100.0,-7.5325,-46.0356
Balsas,2026-02-25 09:00:00,22.46,96,100.0,-7.5325,-46.0356
Balsas,2026-02-25 12:00:00,23.61,92,100.0,-7.5325,-46.0356
Balsas,2026-02-25 15:00:00,26.04,84,100.0,-7.5325,-46.0356
Balsas,2026-02-25 18:00:00,26.28,83,100.0,-7.5325,-46.0356
Balsas,2026-02-25 21:00:00,23.95,94,100.0,-7.5325,-46.0356
Balsas,2026-02-26 00:00:00,23.26,95,80.0,-7.5325,-46.0356
Balsas,2026-02-26 03:00:00,22.48,95,0.0,-7.5325,-46.0356
Balsas,2026-02-26 06:00:00,22.03,96,0.0,-7.5325,-46.0356
Balsas,2026-02-26 09:00:00,22.03,96,0.0,-7.5325,-46.0356
Balsas,2026-02-26 12:00:00,23.21,93,100.0,-7.5325,-46.0356
Balsas,2026-02-26 15:00:00,27.43,75,100.0,-7.5325,-46.0356
Balsas,2026-02-26 18:00:00,27.3,78,100.0,-7.5325,-46.0356
Balsas,2026-02-26 21:00:00,24.55,91,100.0,-7.5325,-46.0356
Balsas,2026-02-27 00:00:00,23.19,96,80.0,-7.5325,-46.0356
Balsas,2026-02-27 03:00:00,22.39,97,45.0,-7.5325,-46.0356
Balsas,2026-02-27 06:00:00,21.78,98,100.0,-7.5325,-46.0356
Balsas,2026-02-27 09:00:00,22.19,97,27.0,-7.5325,-46.0356
Gurupi,2026-02-22 12:00:00,22.62,93,100.0,-11.7292,-49.0686
Gurupi,2026-02-22 15:00:00,22.5,95,100.0,-11.7292,-49.0686
Gurupi,2026-02-22 18:00:00,23.53,91,100.0,-11.7292,-49.0686
Gurupi,2026-02-22 21:00:00,23.81,88,0.0,-11.7292,-49.0686
Gurupi,2026-02-23 00:00:00,22.15,94,0.0,-11.7292,-49.0686
Gurupi,2026-02-23 03:00:00,21.85,95,0.0,-11.7292,-49.0686
Gurupi,2026-02-23 06:00:00,21.76,96,0.0,-11.7292,-49.0686
Gurupi,2026-02-23 09:00:00,21.75,96,0.0,-11.7292,-49.0686
Gurupi,2026-02-23 12:00:00,25.02,83,31.0,-11.7292,-49.0686
Gurupi,2026-02-23 15:00:00,28.71,65,22.0,-11.7292,-49.0686
Gurupi,2026-02-23 18:00:00,30.73,56,57.0,-11.7292,-49.0686
Gurupi,2026-02-23 21:00:00,24.84,87,100.0,-11.7292,-49.0686
Gurupi,2026-02-24 00:00:00,23.32,90,80.0,-11.7292,-49.0686
Gurupi,2026-02-24 03:00:00,22.81,91,0.0,-11.7292,-49.0686
Gurupi,2026-02-24 06:00:00,22.18,93,36.0,-11.7292,-49.0686
Gurupi,2026-02-24 09:00:00,21.36,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-24 12:00:00,25.69,83,100.0,-11.7292,-49.0686
Gurupi,2026-02-24 15:00:00,25.68,85,100.0,-11.7292,-49.0686
Gurupi,2026-02-24 18:00:00,28.24,72,100.0,-11.7292,-49.0686
Gurupi,2026-02-24 21:00:00,27.45,78,0.0,-11.7292,-49.0686
Gurupi,2026-02-25 00:00:00,23.53,92,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 03:00:00,22.47,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 06:00:00,21.86,98,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 09:00:00,21.44,99,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 12:00:00,24.29,88,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 15:00:00,26.52,80,92.0,-11.7292,-49.0686
Gurupi,2026-02-25 18:00:00,28.01,72,95.0,-11.7292,-49.0686
Gurupi,2026-02-25 21:00:00,23.58,90,78.0,-11.7292,-49.0686
Gurupi,2026-02-26 00:00:00,22.48,94,72.0,-11.7292,-49.0686
Gurupi,2026-02-26 03:00:00,22.32,96,15.0,-11.7292,-49.0686
Gurupi,2026-02-26 06:00:00,21.92,95,0.0,-11.7292,-49.0686
Gurupi,2026-02-26 09:00:00,21.13,98,25.0,-11.7292,-49.0686
Gurupi,2026-02-26 12:00:00,24.74,86,25.0,-11.7292,-49.0686
Gurupi,2026-02-26 15:00:00,26.34,82,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 18:00:00,26.45,84,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 21:00:00,24.72,93,100.0,-11.7292,-49.0686
Gurupi,2026-02-27 00:00:00,23.13,94,80.0,-11.7292,-49.0686
Gurupi,2026-02-27 03:00:00,22.65,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-27 06:00:00,22.22,99,100.0,-11.7292,-49.0686
Gurupi,2026-02-27 09:00:00,22.16,97,100.0,-11.7292,-49.0686
Uruçuí,2026-02-23 12:00:00,23.86,88,100.0,-7.2294,-44.5561
Uruçuí,2026-02-23 15:00:00,27.66,72,100.0,-7.2294,-44.5561
Uruçuí,2026-02-23 18:00:00,30.09,63,100.0,-7.2294,-44.5561
Uruçuí,2026-02-23 21:00:00,26.37,83,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 00:00:00,25.57,83,80.0,-7.2294,-44.5561
Uruçuí,2026-02-24 03:00:00,24.31,86,0.0,-7.2294,-44.5561
Uruçuí,2026-02-24 06:00:00,23.34,90,43.0,-7.2294,-44.5561
Uruçuí,2026-02-24 09:00:00,22.32,94,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 12:00:00,26.1,83,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 15:00:00,28.32,73,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 18:00:00,28.82,70,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 21:00:00,26.55,83,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 00:00:00,24.29,90,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 03:00:00,23.53,92,11.0,-7.2294,-44.5561
Uruçuí,2026-02-25 06:00:00,22.98,93,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 09:00:00,22.02,96,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 12:00:00,25.4,86,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 15:00:00,27.15,80,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 18:00:00,26.19,83,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 21:00:00,24.46,92,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 00:00:00,23.65,93,80.0,-7.2294,-44.5561
Uruçuí,2026-02-26 03:00:00,23.11,94,0.0,-7.2294,-44.5561
Uruçuí,2026-02-26 06:00:00,22.05,98,97.0,-7.2294,-44.5561
Uruçuí,2026-02-26 09:00:00,22.48,96,54.0,-7.2294,-44.5561
Uruçuí,2026-02-26 12:00:00,25.56,84,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 15:00:00,28.49,70,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 18:00:00,27.87,76,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 21:00:00,24.29,92,100.0,-7.2294,-44.5561
Uruçuí,2026-02-27 00:00:00,23.42,95,100.0,-7.2294,-44.5561
Uruçuí,2026-02-27 03:00:00,22.67,96,100.0,-7.2294,-44.5561
Uruçuí,2026-02-27 06:00:00,21.83,99,100.0,-7.2294,-44.5561
Uruçuí,2026-02-27 09:00:00,21.96,98,98.0,-7.2294,-44.5561
Uruçuí,2026-02-27 12:00:00,23.6,91,75.0,-7.2294,-44.5561
Uruçuí,2026-02-27 15:00:00,25.57,83,100.0,-7.2294,-44.5561
Uruçuí,2026-02-27 18:00:00,27.47,73,100.0,-7.2294,-44.5561
Uruçuí,2026-02-27 21:00:00,24.66,88,100.0,-7.2294,-44.5561
Uruçuí,2026-02-28 00:00:00,23.16,93,100.0,-7.2294,-44.5561
Uruçuí,2026-02-28 03:00:00,22.39,96,100.0,-7.2294,-44.5561
Uruçuí,2026-02-28 06:00:00,22.36,95,100.0,-7.2294,-44.5561
Uruçuí,2026-02-28 09:00:00,21.93,98,100.0,-7.2294,-44.5561
Barreiras,2026-02-23 12:00:00,22.49,92,94.0,-12.1528,-44.99
Barreiras,2026-02-23 15:00:00,25.44,74,93.0,-12.1528,-44.99
Barreiras,2026-02-23 18:00:00,30.19,52,74.0,-12.1528,-44.99
Barreiras,2026-02-23 21:00:00,25.89,76,52.0,-12.1528,-44.99
Barreiras,2026-02-24 00:00:00,22.43,95,100.0,-12.1528,-44.99
Barreiras,2026-02-24 03:00:00,22.48,93,83.0,-12.1528,-44.99
Barreiras,2026-02-24 06:00:00,21.42,98,87.0,-12.1528,-44.99
Barreiras,2026-02-24 09:00:00,21.0,96,100.0,-12.1528,-44.99
Barreiras,2026-02-24 12:00:00,23.32,88,80.0,-12.1528,-44.99
Barreiras,2026-02-24 15:00:00,28.7,64,33.0,-12.1528,-44.99
Barreiras,2026-02-24 18:00:00,31.1,55,69.0,-12.1528,-44.99
Barreiras,2026-02-24 21:00:00,25.73,83,100.0,-12.1528,-44.99
Barreiras,2026-02-25 00:00:00,23.14,93,100.0,-12.1528,-44.99
Barreiras,2026-02-25 03:00:00,22.63,94,100.0,-12.1528,-44.99
Barreiras,2026-02-25 06:00:00,21.98,97,100.0,-12.1528,-44.99
Barreiras,2026-02-25 09:00:00,21.47,99,100.0,-12.1528,-44.99
Barreiras,2026-02-25 12:00:00,22.23,94,94.0,-12.1528,-44.99
Barreiras,2026-02-25 15:00:00,23.18,88,65.0,-12.1528,-44.99
Barreiras,2026-02-25 18:00:00,26.52,69,70.0,-12.1528,-44.99
Barreiras,2026-02-25 21:00:00,24.27,84,37.0,-12.1528,-44.99
Barreiras,2026-02-26 00:00:00,22.89,90,19.0,-12.1528,-44.99
Barreiras,2026-02-26 03:00:00,22.44,93,8.0,-12.1528,-44.99
Barreiras,2026-02-26 06:00:00,21.92,95,32.0,-12.1528,-44.99
Barreiras,2026-02-26 09:00:00,21.8,94,87.0,-12.1528,-44.99
Barreiras,2026-02-26 12:00:00,23.79,86,89.0,-12.1528,-44.99
Barreiras,2026-02-26 15:00:00,25.08,80,69.0,-12.1528,-44.99
Barreiras,2026-02-26 18:00:00,28.67,65,98.0,-12.1528,-44.99
Barreiras,2026-02-26 21:00:00,24.2,92,100.0,-12.1528,-44.99
Barreiras,2026-02-27 00:00:00,22.38,96,100.0,-12.1528,-44.99
Barreiras,2026-02-27 03:00:00,22.28,97,100.0,-12.1528,-44.99
Barreiras,2026-02-27 06:00:00,22.11,96,100.0,-12.1528,-44.99
Barreiras,2026-02-27 09:00:00,21.62,99,100.0,-12.1528,-44.99
Barreiras,2026-02-27 12:00:00,22.33,97,100.0,-12.1528,-44.99
Barreiras,2026-02-27 15:00:00,22.18,97,100.0,-12.1528,-44.99
Barreiras,2026-02-27 18:00:00,21.62,97,100.0,-12.1528,-44.99
Barreiras,2026-02-27 21:00:00,21.73,96,100.0,-12.1528,-44.99
Barreiras,2026-02-28 00:00:00,21.16,97,89.0,-12.1528,-44.99
Barreiras,2026-02-28 03:00:00,20.82,98,0.0,-12.1528,-44.99
Barreiras,2026-02-28 06:00:00,20.08,98,0.0,-12.1528,-44.99
Barreiras,2026-02-28 09:00:00,20.3,98,20.0,-12.1528,-44.99
Balsas,2026-02-23 12:00:00,23.24,90,97.0,-7.5325,-46.0356
Balsas,2026-02-23 15:00:00,28.22,71,100.0,-7.5325,-46.0356
Balsas,2026-02-23 18:00:00,30.3,64,100.0,-7.5325,-46.0356
Balsas,2026-02-23 21:00:00,26.45,81,100.0,-7.5325,-46.0356
Balsas,2026-02-24 00:00:00,24.38,89,100.0,-7.5325,-46.0356
Balsas,2026-02-24 03:00:00,23.11,94,100.0,-7.5325,-46.0356
Balsas,2026-02-24 06:00:00,22.59,96,100.0,-7.5325,-46.0356
Balsas,2026-02-24 09:00:00,22.08,96,44.0,-7.5325,-46.0356
Balsas,2026-02-24 12:00:00,25.89,80,34.0,-7.5325,-46.0356
Balsas,2026-02-24 15:00:00,28.39,72,100.0,-7.5325,-46.0356
Balsas,2026-02-24 18:00:00,28.25,74,100.0,-7.5325,-46.0356
Balsas,2026-02-24 21:00:00,25.99,85,100.0,-7.5325,-46.0356
Balsas,2026-02-25 00:00:00,24.01,92,100.0,-7.5325,-46.0356
Balsas,2026-02-25 03:00:00,23.32,94,100.0,-7.5325,-46.0356
Balsas,2026-02-25 06:00:00,22.83,95,100.0,-7.5325,-46.0356
Balsas,2026-02-25 09:00:00,22.35,95,100.0,-7.5325,-46.0356
Balsas,2026-02-25 12:00:00,23.64,92,100.0,-7.5325,-46.0356
Balsas,2026-02-25 15:00:00,26.34,80,100.0,-7.5325,-46.0356
Balsas,2026-02-25 18:00:00,26.72,77,100.0,-7.5325,-46.0356
Balsas,2026-02-25 21:00:00,25.15,84,2.0,-7.5325,-46.0356
Balsas,2026-02-26 00:00:00,23.68,88,0.0,-7.5325,-46.0356
Balsas,2026-02-26 03:00:00,22.88,93,92.0,-7.5325,-46.0356
Balsas,2026-02-26 06:00:00,22.23,97,100.0,-7.5325,-46.0356
Balsas,2026-02-26 09:00:00,21.87,97,100.0,-7.5325,-46.0356
Balsas,2026-02-26 12:00:00,24.67,88,100.0,-7.5325,-46.0356
Balsas,2026-02-26 15:00:00,23.74,92,100.0,-7.5325,-46.0356
Balsas,2026-02-26 18:00:00,25.32,86,100.0,-7.5325,-46.0356
Balsas,2026-02-26 21:00:00,24.64,91,66.0,-7.5325,-46.0356
Balsas,2026-02-27 00:00:00,22.64,96,100.0,-7.5325,-46.0356
Balsas,2026-02-27 03:00:00,22.62,94,100.0,-7.5325,-46.0356
Balsas,2026-02-27 06:00:00,21.94,97,100.0,-7.5325,-46.0356
Balsas,2026-02-27 09:00:00,22.01,97,100.0,-7.5325,-46.0356
Balsas,2026-02-27 12:00:00,22.79,95,100.0,-7.5325,-46.0356
Balsas,2026-02-27 15:00:00,23.07,94,100.0,-7.5325,-46.0356
Balsas,2026-02-27 18:00:00,26.5,80,100.0,-7.5325,-46.0356
Balsas,2026-02-27 21:00:00,23.74,92,100.0,-7.5325,-46.0356
Balsas,2026-02-28 00:00:00,23.05,93,100.0,-7.5325,-46.0356
Balsas,2026-02-28 03:00:00,22.6,96,100.0,-7.5325,-46.0356
Balsas,2026-02-28 06:00:00,22.16,97,100.0,-7.5325,-46.0356
Balsas,2026-02-28 09:00:00,21.7,98,100.0,-7.5325,-46.0356
Gurupi,2026-02-23 12:00:00,22.7,93,100.0,-11.7292,-49.0686
Gurupi,2026-02-23 15:00:00,22.2,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-23 18:00:00,24.13,89,100.0,-11.7292,-49.0686
Gurupi,2026-02-23 21:00:00,23.43,94,0.0,-11.7292,-49.0686
Gurupi,2026-02-24 00:00:00,22.29,95,0.0,-11.7292,-49.0686
Gurupi,2026-02-24 03:00:00,21.85,95,0.0,-11.7292,-49.0686
Gurupi,2026-02-24 06:00:00,21.51,95,32.0,-11.7292,-49.0686
Gurupi,2026-02-24 09:00:00,21.64,94,5.0,-11.7292,-49.0686
Gurupi,2026-02-24 12:00:00,23.44,89,0.0,-11.7292,-49.0686
Gurupi,2026-02-24 15:00:00,28.22,74,100.0,-11.7292,-49.0686
Gurupi,2026-02-24 18:00:00,29.2,68,100.0,-11.7292,-49.0686
Gurupi,2026-02-24 21:00:00,26.46,85,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 00:00:00,23.32,94,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 03:00:00,22.79,94,72.0,-11.7292,-49.0686
Gurupi,2026-02-25 06:00:00,22.31,98,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 09:00:00,22.16,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 12:00:00,23.78,91,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 15:00:00,26.48,83,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 18:00:00,26.89,82,100.0,-11.7292,-49.0686
Gurupi,2026-02-25 21:00:00,23.38,94,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 00:00:00,22.57,98,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 03:00:00,22.13,95,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 06:00:00,22.21,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 09:00:00,21.71,98,34.0,-11.7292,-49.0686
Gurupi,2026-02-26 12:00:00,25.11,88,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 15:00:00,27.08,81,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 18:00:00,27.51,81,100.0,-11.7292,-49.0686
Gurupi,2026-02-26 21:00:00,24.64,92,100.0,-11.7292,-49.0686
Gurupi,2026-02-27 00:00:00,23.34,95,100.0,-11.7292,-49.0686
Gurupi,2026-02-27 03:00:00,23.02,96,0.0,-11.7292,-49.0686
Gurupi,2026-02-27 06:00:00,22.51,96,100.0,-11.7292,-49.0686
Gurupi,2026-02-27 09:00:00,22.09,97,26.0,-11.7292,-49.0686
Gurupi,2026-02-27 12:00:00,21.84,98,100.0,-11.7292,-49.0686
Gurupi,2026-02-27 15:00:00,22.23,96,64.0,-11.7292,-49.0686
Gurupi,2026-02-27 18:00:00,24.03,87,60.0,-11.7292,-49.0686
Gurupi,2026-02-27 21:00:00,24.24,88,0.0,-11.7292,-49.0686
Gurupi,2026-02-28 00:00:00,21.94,96,0.0,-11.7292,-49.0686
Gurupi,2026-02-28 03:00:00,21.82,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-28 06:00:00,21.62,99,100.0,-11.7292,-49.0686
Gurupi,2026-02-28 09:00:00,21.62,98,100.0,-11.7292,-49.0686
Uruçuí,2026-02-24 12:00:00,23.87,89,100.0,-7.2294,-44.5561
Uruçuí,2026-02-24 15:00:00,29.14,65,40.0,-7.2294,-44.5561
Uruçuí,2026-02-24 18:00:00,31.04,56,14.0,-7.2294,-44.5561
Uruçuí,2026-02-24 21:00:00,28.55,66,0.0,-7.2294,-44.5561
Uruçuí,2026-02-25 00:00:00,26.42,73,0.0,-7.2294,-44.5561
Uruçuí,2026-02-25 03:00:00,22.83,94,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 06:00:00,22.74,93,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 09:00:00,22.43,94,0.0,-7.2294,-44.5561
Uruçuí,2026-02-25 12:00:00,26.75,78,39.0,-7.2294,-44.5561
Uruçuí,2026-02-25 15:00:00,28.96,69,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 18:00:00,28.92,71,100.0,-7.2294,-44.5561
Uruçuí,2026-02-25 21:00:00,26.13,85,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 00:00:00,23.94,93,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 03:00:00,22.94,96,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 06:00:00,22.87,92,100.0,-7.2294,-44.5561
Uruçuí,2026-02-26 09:00:00,22.13,98,93.0,-7.2294,-44.5561
Uruçuí,2026-02-26 12:00:00,22.99,94,81.0,-7.2294,-44.5561
Uruçuí,2026-02-26 15:00:00,23.03,93,95.0,-7.2294,-44.5561
Uruçuí,2026-02-26 18:00:00,22.92,90,74.0,-7.2294,-44.5561
Uruçuí,2026-02-26 21:00:00,23.01,92,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 00:00:00,22.21,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 03:00:00,22.23,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 06:00:00,21.87,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 09:00:00,21.91,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 12:00:00,23.7,88,0.0,-7.2294,-44.5561
Uruçuí,2026-02-27 15:00:00,26.18,80,100.0,-7.2294,-44.5561
Uruçuí,2026-02-27 18:00:00,27.1,73,100.0,-7.2294,-44.5561
Uruçuí,2026-02-27 21:00:00,25.53,81,54.0,-7.2294,-44.5561
Uruçuí,2026-02-28 00:00:00,23.28,90,36.0,-7.2294,-44.5561
Uruçuí,2026-02-28 03:00:00,23.44,88,25.0,-7.2294,-44.5561
Uruçuí,2026-02-28 06:00:00,22.49,92,53.0,-7.2294,-44.5561
Uruçuí,2026-02-28 09:00:00,22.07,96,95.0,-7.2294,-44.5561
Uruçuí,2026-02-28 12:00:00,22.96,93,100.0,-7.2294,-44.5561
