cidade,data_previsao,temperatura,umidade,proba_chuva,latitude,longitude
Uruçuí,2026-02-03 06:00:00,22.59,93,25.0,-7.2294,-44.5561
Uruçuí,2026-02-03 09:00:00,21.88,96,32.0,-7.2294,-44.5561
Uruçuí,2026-02-03 12:00:00,26.91,74,41.0,-7.2294,-44.5561
Uruçuí,2026-02-03 15:00:00,29.09,66,100.0,-7.2294,-44.5561
Uruçuí,2026-02-03 18:00:00,28.24,73,100.0,-7.2294,-44.5561
Uruçuí,2026-02-03 21:00:00,25.73,87,100.0,-7.2294,-44.5561
Uruçuí,2026-02-04 00:00:00,23.84,90,100.0,-7.2294,-44.5561
Uruçuí,2026-02-04 03:00:00,22.86,93,0.0,-7.2294,-44.5561
Uruçuí,2026-02-04 06:00:00,22.2,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-04 09:00:00,21.95,95,0.0,-7.2294,-44.5561
Barreiras,2026-01-30 12:00:00,22.46,86,0.0,-12.1528,-44.99
Barreiras,2026-01-30 15:00:00,28.74,60,0.0,-12.1528,-44.99
Barreiras,2026-01-30 18:00:00,29.16,60,20.0,-12.1528,-44.99
Barreiras,2026-01-30 21:00:00,26.77,69,52.0,-12.1528,-44.99
Barreiras,2026-01-31 00:00:00,24.3,77,45.0,-12.1528,-44.99
Barreiras,2026-01-31 03:00:00,21.74,90,50.0,-12.1528,-44.99
Barreiras,2026-01-31 06:00:00,20.92,93,65.0,-12.1528,-44.99
Barreiras,2026-01-31 09:00:00,20.58,97,100.0,-12.1528,-44.99
Barreiras,2026-01-31 12:00:00,26.37,75,80.0,-12.1528,-44.99
Barreiras,2026-01-31 15:00:00,32.94,46,44.0,-12.1528,-44.99
Barreiras,2026-01-31 18:00:00,33.18,40,29.0,-12.1528,-44.99
Barreiras,2026-01-31 21:00:00,24.6,79,93.0,-12.1528,-44.99
Barreiras,2026-02-01 00:00:00,22.89,93,100.0,-12.1528,-44.99
Barreiras,2026-02-01 03:00:00,22.55,94,51.0,-12.1528,-44.99
Barreiras,2026-02-01 06:00:00,22.17,94,27.0,-12.1528,-44.99
Barreiras,2026-02-01 09:00:00,21.66,95,0.0,-12.1528,-44.99
Barreiras,2026-02-01 12:00:00,27.44,73,30.0,-12.1528,-44.99
Barreiras,2026-02-01 15:00:00,33.34,47,89.0,-12.1528,-44.99
Barreiras,2026-02-01 18:00:00,29.25,63,78.0,-12.1528,-44.99
Barreiras,2026-02-01 21:00:00,27.23,70,22.0,-12.1528,-44.99
Barreiras,2026-02-02 00:00:00,25.18,74,30.0,-12.1528,-44.99
Barreiras,2026-02-02 03:00:00,22.26,96,100.0,-12.1528,-44.99
Barreiras,2026-02-02 06:00:00,21.92,97,100.0,-12.1528,-44.99
Barreiras,2026-02-02 09:00:00,21.61,98,0.0,-12.1528,-44.99
Barreiras,2026-02-02 12:00:00,26.7,78,37.0,-12.1528,-44.99
Barreiras,2026-02-02 15:00:00,33.41,47,66.0,-12.1528,-44.99
Barreiras,2026-02-02 18:00:00,28.97,62,51.0,-12.1528,-44.99
Barreiras,2026-02-02 21:00:00,26.69,76,50.0,-12.1528,-44.99
Barreiras,2026-02-03 00:00:00,22.72,91,62.0,-12.1528,-44.99
Barreiras,2026-02-03 03:00:00,21.72,96,100.0,-12.1528,-44.99
Barreiras,2026-02-03 06:00:00,21.45,96,100.0,-12.1528,-44.99
Barreiras,2026-02-03 09:00:00,21.2,97,0.0,-12.1528,-44.99
Barreiras,2026-02-03 12:00:00,26.65,78,88.0,-12.1528,-44.99
Barreiras,2026-02-03 15:00:00,32.11,49,100.0,-12.1528,-44.99
Barreiras,2026-02-03 18:00:00,31.54,49,80.0,-12.1528,-44.99
Barreiras,2026-02-03 21:00:00,27.69,67,0.0,-12.1528,-44.99
Barreiras,2026-02-04 00:00:00,23.79,84,58.0,-12.1528,-44.99
Barreiras,2026-02-04 03:00:00,21.79,92,99.0,-12.1528,-44.99
Barreiras,2026-02-04 06:00:00,21.4,95,90.0,-12.1528,-44.99
Barreiras,2026-02-04 09:00:00,20.95,97,0.0,-12.1528,-44.99
Balsas,2026-01-30 12:00:00,23.75,87,0.0,-7.5325,-46.0356
Balsas,2026-01-30 15:00:00,28.9,64,0.0,-7.5325,-46.0356
Balsas,2026-01-30 18:00:00,30.31,59,28.0,-7.5325,-46.0356
Balsas,2026-01-30 21:00:00,27.82,72,64.0,-7.5325,-46.0356
Balsas,2026-01-31 00:00:00,25.03,80,76.0,-7.5325,-46.0356
Balsas,2026-01-31 03:00:00,23.93,85,0.0,-7.5325,-46.0356
Balsas,2026-01-31 06:00:00,23.16,88,0.0,-7.5325,-46.0356
Balsas,2026-01-31 09:00:00,22.57,90,0.0,-7.5325,-46.0356
Balsas,2026-01-31 12:00:00,28.34,66,0.0,-7.5325,-46.0356
Balsas,2026-01-31 15:00:00,30.7,60,100.0,-7.5325,-46.0356
Balsas,2026-01-31 18:00:00,29.62,66,100.0,-7.5325,-46.0356
Balsas,2026-01-31 21:00:00,25.94,85,100.0,-7.5325,-46.0356
Balsas,2026-02-01 00:00:00,24.69,88,80.0,-7.5325,-46.0356
Balsas,2026-02-01 03:00:00,23.96,90,0.0,-7.5325,-46.0356
Balsas,2026-02-01 06:00:00,23.1,93,0.0,-7.5325,-46.0356
Balsas,2026-02-01 09:00:00,22.6,94,0.0,-7.5325,-46.0356
Balsas,2026-02-01 12:00:00,27.96,69,0.0,-7.5325,-46.0356
Balsas,2026-02-01 15:00:00,32.83,49,0.0,-7.5325,-46.0356
Balsas,2026-02-01 18:00:00,31.08,58,0.0,-7.5325,-46.0356
Balsas,2026-02-01 21:00:00,27.49,75,75.0,-7.5325,-46.0356
Balsas,2026-02-02 00:00:00,25.78,81,84.0,-7.5325,-46.0356
Balsas,2026-02-02 03:00:00,24.03,87,92.0,-7.5325,-46.0356
Balsas,2026-02-02 06:00:00,23.73,88,75.0,-7.5325,-46.0356
Balsas,2026-02-02 09:00:00,22.64,92,38.0,-7.5325,-46.0356
Balsas,2026-02-02 12:00:00,27.02,75,70.0,-7.5325,-46.0356
Balsas,2026-02-02 15:00:00,30.03,62,100.0,-7.5325,-46.0356
Balsas,2026-02-02 18:00:00,29.94,64,100.0,-7.5325,-46.0356
Balsas,2026-02-02 21:00:00,26.05,84,100.0,-7.5325,-46.0356
Balsas,2026-02-03 00:00:00,24.52,87,100.0,-7.5325,-46.0356
Balsas,2026-02-03 03:00:00,22.95,96,100.0,-7.5325,-46.0356
Balsas,2026-02-03 06:00:00,22.63,94,100.0,-7.5325,-46.0356
Balsas,2026-02-03 09:00:00,22.07,96,0.0,-7.5325,-46.0356
Balsas,2026-02-03 12:00:00,25.95,78,9.0,-7.5325,-46.0356
Balsas,2026-02-03 15:00:00,27.82,71,100.0,-7.5325,-46.0356
Balsas,2026-02-03 18:00:00,27.24,76,100.0,-7.5325,-46.0356
Balsas,2026-02-03 21:00:00,24.64,90,100.0,-7.5325,-46.0356
Balsas,2026-02-04 00:00:00,23.08,94,100.0,-7.5325,-46.0356
Balsas,2026-02-04 03:00:00,23.04,92,100.0,-7.5325,-46.0356
Balsas,2026-02-04 06:00:00,22.43,95,100.0,-7.5325,-46.0356
Balsas,2026-02-04 09:00:00,22.29,95,38.0,-7.5325,-46.0356
Gurupi,2026-01-30 12:00:00,24.59,76,0.0,-11.7292,-49.0686
Gurupi,2026-01-30 15:00:00,28.97,63,0.0,-11.7292,-49.0686
Gurupi,2026-01-30 18:00:00,31.92,55,20.0,-11.7292,-49.0686
Gurupi,2026-01-30 21:00:00,28.7,70,0.0,-11.7292,-49.0686
Gurupi,2026-01-31 00:00:00,27.1,68,0.0,-11.7292,-49.0686
Gurupi,2026-01-31 03:00:00,23.46,83,54.0,-11.7292,-49.0686
Gurupi,2026-01-31 06:00:00,23.0,82,100.0,-11.7292,-49.0686
Gurupi,2026-01-31 09:00:00,22.24,89,74.0,-11.7292,-49.0686
Gurupi,2026-01-31 12:00:00,26.53,77,46.0,-11.7292,-49.0686
Gurupi,2026-01-31 15:00:00,30.99,61,97.0,-11.7292,-49.0686
Gurupi,2026-01-31 18:00:00,31.07,59,95.0,-11.7292,-49.0686
Gurupi,2026-01-31 21:00:00,27.4,78,94.0,-11.7292,-49.0686
Gurupi,2026-02-01 00:00:00,24.73,86,77.0,-11.7292,-49.0686
Gurupi,2026-02-01 03:00:00,24.26,90,53.0,-11.7292,-49.0686
Gurupi,2026-02-01 06:00:00,23.37,91,44.0,-11.7292,-49.0686
Gurupi,2026-02-01 09:00:00,22.98,91,9.0,-11.7292,-49.0686
Gurupi,2026-02-01 12:00:00,26.23,82,100.0,-11.7292,-49.0686
Gurupi,2026-02-01 15:00:00,28.56,74,97.0,-11.7292,-49.0686
Gurupi,2026-02-01 18:00:00,29.13,70,100.0,-11.7292,-49.0686
Gurupi,2026-02-01 21:00:00,27.57,79,100.0,-11.7292,-49.0686
Gurupi,2026-02-02 00:00:00,23.83,92,100.0,-11.7292,-49.0686
Gurupi,2026-02-02 03:00:00,23.04,94,37.0,-11.7292,-49.0686
Gurupi,2026-02-02 06:00:00,22.45,95,34.0,-11.7292,-49.0686
Gurupi,2026-02-02 09:00:00,22.57,96,0.0,-11.7292,-49.0686
Gurupi,2026-02-02 12:00:00,25.1,87,0.0,-11.7292,-49.0686
Gurupi,2026-02-02 15:00:00,25.45,88,100.0,-11.7292,-49.0686
Gurupi,2026-02-02 18:00:00,26.25,84,97.0,-11.7292,-49.0686
Gurupi,2026-02-02 21:00:00,24.87,89,0.0,-11.7292,-49.0686
Gurupi,2026-02-03 00:00:00,23.79,88,0.0,-11.7292,-49.0686
Gurupi,2026-02-03 03:00:00,23.06,88,14.0,-11.7292,-49.0686
Gurupi,2026-02-03 06:00:00,22.21,94,100.0,-11.7292,-49.0686
Gurupi,2026-02-03 09:00:00,21.99,95,100.0,-11.7292,-49.0686
Gurupi,2026-02-03 12:00:00,22.53,96,80.0,-11.7292,-49.0686
Gurupi,2026-02-03 15:00:00,23.84,90,0.0,-11.7292,-49.0686
Gurupi,2026-02-03 18:00:00,28.49,67,35.0,-11.7292,-49.0686
Gurupi,2026-02-03 21:00:00,25.89,84,90.0,-11.7292,-49.0686
Gurupi,2026-02-04 00:00:00,23.18,93,76.0,-11.7292,-49.0686
Gurupi,2026-02-04 03:00:00,22.34,96,0.0,-11.7292,-49.0686
Gurupi,2026-02-04 06:00:00,21.61,97,0.0,-11.7292,-49.0686
Gurupi,2026-02-04 09:00:00,21.06,97,0.0,-11.7292,-49.0686
Uruçuí,2026-01-31 12:00:00,25.61,77,4.0,-7.2294,-44.5561
Uruçuí,2026-01-31 15:00:00,28.62,68,100.0,-7.2294,-44.5561
Uruçuí,2026-01-31 18:00:00,29.7,65,100.0,-7.2294,-44.5561
Uruçuí,2026-01-31 21:00:00,27.73,74,100.0,-7.2294,-44.5561
Uruçuí,2026-02-01 00:00:00,26.08,78,100.0,-7.2294,-44.5561
Uruçuí,2026-02-01 03:00:00,24.5,84,0.0,-7.2294,-44.5561
Uruçuí,2026-02-01 06:00:00,23.61,90,0.0,-7.2294,-44.5561
Uruçuí,2026-02-01 09:00:00,22.73,93,62.0,-7.2294,-44.5561
Uruçuí,2026-02-01 12:00:00,27.78,71,32.0,-7.2294,-44.5561
Uruçuí,2026-02-01 15:00:00,33.56,47,0.0,-7.2294,-44.5561
Uruçuí,2026-02-01 18:00:00,29.89,62,20.0,-7.2294,-44.5561
Uruçuí,2026-02-01 21:00:00,28.94,64,34.0,-7.2294,-44.5561
Uruçuí,2026-02-02 00:00:00,25.01,84,65.0,-7.2294,-44.5561
Uruçuí,2026-02-02 03:00:00,23.91,87,0.0,-7.2294,-44.5561
Uruçuí,2026-02-02 06:00:00,23.1,90,20.0,-7.2294,-44.5561
Uruçuí,2026-02-02 09:00:00,22.32,95,100.0,-7.2294,-44.5561
Uruçuí,2026-02-02 12:00:00,26.19,80,100.0,-7.2294,-44.5561
Uruçuí,2026-02-02 15:00:00,29.8,63,100.0,-7.2294,-44.5561
Uruçuí,2026-02-02 18:00:00,28.96,69,100.0,-7.2294,-44.5561
Uruçuí,2026-02-02 21:00:00,27.0,76,52.0,-7.2294,-44.5561
Uruçuí,2026-02-03 00:00:00,24.33,86,75.0,-7.2294,-44.5561
Uruçuí,2026-02-03 03:00:00,23.43,89,0.0,-7.2294,-44.5561
Uruçuí,2026-02-03 06:00:00,22.67,91,0.0,-7.2294,-44.5561
Uruçuí,2026-02-03 09:00:00,22.1,93,24.0,-7.2294,-44.5561
Uruçuí,2026-02-03 12:00:00,26.31,79,99.0,-7.2294,-44.5561
Uruçuí,2026-02-03 15:00:00,28.64,69,100.0,-7.2294,-44.5561
Uruçuí,2026-02-03 18:00:00,28.35,70,100.0,-7.2294,-44.5561
Uruçuí,2026-02-03 21:00:00,25.0,87,100.0,-7.2294,-44.5561
Uruçuí,2026-02-04 00:00:00,23.51,90,100.0,-7.2294,-44.5561
Uruçuí,2026-02-04 03:00:00,22.9,92,0.0,-7.2294,-44.5561
Uruçuí,2026-02-04 06:00:00,22.05,94,0.0,-7.2294,-44.5561
Uruçuí,2026-02-04 09:00:00,21.56,95,0.0,-7.2294,-44.5561
Uruçuí,2026-02-04 12:00:00,26.91,74,14.0,-7.2294,-44.5561
Uruçuí,2026-02-04 15:00:00,32.69,51,58.0,-7.2294,-44.5561
Uruçuí,2026-02-04 18:00:00,29.93,62,47.0,-7.2294,-44.5561
Uruçuí,2026-02-04 21:00:00,26.69,76,0.0,-7.2294,-44.5561
Uruçuí,2026-02-05 00:00:00,24.71,82,0.0,-7.2294,-44.5561
Uruçuí,2026-02-05 03:00:00,24.23,84,28.0,-7.2294,-44.5561
Uruçuí,2026-02-05 06:00:00,22.94,91,68.0,-7.2294,-44.5561
Uruçuí,2026-02-05 09:00:00,22.28,93,0.0,-7.2294,-44.5561
Barreiras,2026-01-31 12:00:00,23.04,83,2.0,-12.1528,-44.99
Barreiras,2026-01-31 15:00:00,29.53,60,5.0,-12.1528,-44.99
Barreiras,2026-01-31 18:00:00,30.94,54,0.0,-12.1528,-44.99
Barreiras,2026-01-31 21:00:00,27.88,68,0.0,-12.1528,-44.99
Barreiras,2026-02-01 00:00:00,24.9,75,26.0,-12.1528,-44.99
Barreiras,2026-02-01 03:00:00,22.71,87,47.0,-12.1528,-44.99
Barreiras,2026-02-01 06:00:00,21.6,94,100.0,-12.1528,-44.99
Barreiras,2026-02-01 09:00:00,21.38,95,0.0,-12.1528,-44.99
Barreiras,2026-02-01 12:00:00,27.14,74,1.0,-12.1528,-44.99
Barreiras,2026-02-01 15:00:00,31.02,57,100.0,-12.1528,-44.99
Barreiras,2026-02-01 18:00:00,31.23,51,80.0,-12.1528,-44.99
Barreiras,2026-02-01 21:00:00,27.12,69,58.0,-12.1528,-44.99
Barreiras,2026-02-02 00:00:00,22.41,96,100.0,-12.1528,-44.99
Barreiras,2026-02-02 03:00:00,21.87,97,72.0,-12.1528,-44.99
Barreiras,2026-02-02 06:00:00,22.07,96,84.0,-12.1528,-44.99
Barreiras,2026-02-02 09:00:00,21.37,97,67.0,-12.1528,-44.99
Barreiras,2026-02-02 12:00:00,26.82,74,53.0,-12.1528,-44.99
Barreiras,2026-02-02 15:00:00,33.95,47,51.0,-12.1528,-44.99
Barreiras,2026-02-02 18:00:00,24.29,89,100.0,-12.1528,-44.99
Barreiras,2026-02-02 21:00:00,22.79,96,100.0,-12.1528,-44.99
Barreiras,2026-02-03 00:00:00,21.59,93,100.0,-12.1528,-44.99
Barreiras,2026-02-03 03:00:00,21.67,95,76.0,-12.1528,-44.99
Barreiras,2026-02-03 06:00:00,21.2,97,100.0,-12.1528,-44.99
Barreiras,2026-02-03 09:00:00,20.45,97,26.0,-12.1528,-44.99
Barreiras,2026-02-03 12:00:00,26.23,76,34.0,-12.1528,-44.99
Barreiras,2026-02-03 15:00:00,27.45,67,62.0,-12.1528,-44.99
Barreiras,2026-02-03 18:00:00,30.2,54,67.0,-12.1528,-44.99
Barreiras,2026-02-03 21:00:00,25.44,80,72.0,-12.1528,-44.99
Barreiras,2026-02-04 00:00:00,23.11,89,46.0,-12.1528,-44.99
Barreiras,2026-02-04 03:00:00,22.07,92,10.0,-12.1528,-44.99
Barreiras,2026-02-04 06:00:00,21.43,94,26.0,-12.1528,-44.99
Barreiras,2026-02-04 09:00:00,20.88,97,0.0,-12.1528,-44.99
Barreiras,2026-02-04 12:00:00,27.26,71,0.0,-12.1528,-44.99
Barreiras,2026-02-04 15:00:00,32.27,53,100.0,-12.1528,-44.99
Barreiras,2026-02-04 18:00:00,28.31,72,100.0,-12.1528,-44.99
Barreiras,2026-02-04 21:00:00,25.03,85,100.0,-12.1528,-44.99
Barreiras,2026-02-05 00:00:00,23.03,90,100.0,-12.1528,-44.99
Barreiras,2026-02-05 03:00:00,22.47,92,8.0,-12.1528,-44.99
Barreiras,2026-02-05 06:00:00,21.59,95,5.0,-12.1528,-44.99
Barreiras,2026-02-05 09:00:00,21.38,94,0.0,-12.1528,-44.99
Balsas,2026-01-31 12:00:00,26.12,76,0.0,-7.5325,-46.0356
Balsas,2026-01-31 15:00:00,28.68,68,100.0,-7.5325,-46.0356
Balsas,2026-01-31 18:00:00,30.0,65,100.0,-7.5325,-46.0356
Balsas,2026-01-31 21:00:00,26.05,82,100.0,-7.5325,-46.0356
Balsas,2026-02-01 00:00:00,24.93,87,100.0,-7.5325,-46.0356
Balsas,2026-02-01 03:00:00,24.1,91,91.0,-7.5325,-46.0356
Balsas,2026-02-01 06:00:00,23.92,91,76.0,-7.5325,-46.0356
Balsas,2026-02-01 09:00:00,22.94,94,0.0,-7.5325,-46.0356
Balsas,2026-02-01 12:00:00,27.95,70,0.0,-7.5325,-46.0356
Balsas,2026-02-01 15:00:00,32.17,52,82.0,-7.5325,-46.0356
Balsas,2026-02-01 18:00:00,31.09,57,77.0,-7.5325,-46.0356
Balsas,2026-02-01 21:00:00,26.76,78,93.0,-7.5325,-46.0356
Balsas,2026-02-02 00:00:00,25.59,83,73.0,-7.5325,-46.0356
Balsas,2026-02-02 03:00:00,25.01,84,60.0,-7.5325,-46.0356
Balsas,2026-02-02 06:00:00,24.01,88,16.0,-7.5325,-46.0356
Balsas,2026-02-02 09:00:00,22.09,95,100.0,-7.5325,-46.0356
Balsas,2026-02-02 12:00:00,26.4,79,100.0,-7.5325,-46.0356
Balsas,2026-02-02 15:00:00,29.64,63,100.0,-7.5325,-46.0356
Balsas,2026-02-02 18:00:00,29.43,66,100.0,-7.5325,-46.0356
Balsas,2026-02-02 21:00:00,25.98,85,100.0,-7.5325,-46.0356
Balsas,2026-02-03 00:00:00,24.47,87,100.0,-7.5325,-46.0356
Balsas,2026-02-03 03:00:00,23.37,94,100.0,-7.5325,-46.0356
Balsas,2026-02-03 06:00:00,22.4,96,100.0,-7.5325,-46.0356
Balsas,2026-02-03 09:00:00,22.37,96,100.0,-7.5325,-46.0356
Balsas,2026-02-03 12:00:00,24.94,87,100.0,-7.5325,-46.0356
Balsas,2026-02-03 15:00:00,26.74,77,100.0,-7.5325,-46.0356
Balsas,2026-02-03 18:00:00,27.29,75,100.0,-7.5325,-46.0356
Balsas,2026-02-03 21:00:00,25.43,87,100.0,-7.5325,-46.0356
Balsas,2026-02-04 00:00:00,23.66,92,100.0,-7.5325,-46.0356
Balsas,2026-02-04 03:00:00,22.85,95,100.0,-7.5325,-46.0356
Balsas,2026-02-04 06:00:00,22.2,96,100.0,-7.5325,-46.0356
Balsas,2026-02-04 09:00:00,21.68,96,91.0,-7.5325,-46.0356
Balsas,2026-02-04 12:00:00,26.56,76,41.0,-7.5325,-46.0356
Balsas,2026-02-04 15:00:00,31.93,52,0.0,-7.5325,-46.0356
Balsas,2026-02-04 18:00:00,31.67,52,0.0,-7.5325,-46.0356
Balsas,2026-02-04 21:00:00,26.31,79,100.0,-7.5325,-46.0356
Balsas,2026-02-05 00:00:00,24.97,84,100.0,-7.5325,-46.0356
Balsas,2026-02-05 03:00:00,24.38,85,100.0,-7.5325,-46.0356
Balsas,2026-02-05 06:00:00,22.82,92,80.0,-7.5325,-46.0356
Balsas,2026-02-05 09:00:00,22.28,92,20.0,-7.5325,-46.0356
Gurupi,2026-01-31 12:00:00,25.37,75,34.0,-11.7292,-49.0686
Gurupi,2026-01-31 15:00:00,29.59,60,94.0,-11.7292,-49.0686
Gurupi,2026-01-31 18:00:00,33.46,46,77.0,-11.7292,-49.0686
Gurupi,2026-01-31 21:00:00,28.14,71,26.0,-11.7292,-49.0686
Gurupi,2026-02-01 00:00:00,24.98,82,97.0,-11.7292,-49.0686
Gurupi,2026-02-01 03:00:00,23.1,95,100.0,-11.7292,-49.0686
Gurupi,2026-02-01 06:00:00,22.99,91,80.0,-11.7292,-49.0686
Gurupi,2026-02-01 09:00:00,22.29,92,0.0,-11.7292,-49.0686
Gurupi,2026-02-01 12:00:00,26.67,77,0.0,-11.7292,-49.0686
Gurupi,2026-02-01 15:00:00,30.91,61,90.0,-11.7292,-49.0686
Gurupi,2026-02-01 18:00:00,32.66,52,100.0,-11.7292,-49.0686
Gurupi,2026-02-01 21:00:00,30.5,65,0.0,-11.7292,-49.0686
Gurupi,2026-02-02 00:00:00,24.04,93,100.0,-11.7292,-49.0686
Gurupi,2026-02-02 03:00:00,23.07,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-02 06:00:00,22.9,94,80.0,-11.7292,-49.0686
Gurupi,2026-02-02 09:00:00,22.58,91,30.0,-11.7292,-49.0686
Gurupi,2026-02-02 12:00:00,23.99,84,15.0,-11.7292,-49.0686
Gurupi,2026-02-02 15:00:00,25.04,85,0.0,-11.7292,-49.0686
Gurupi,2026-02-02 18:00:00,27.66,76,77.0,-11.7292,-49.0686
Gurupi,2026-02-02 21:00:00,25.83,86,77.0,-11.7292,-49.0686
Gurupi,2026-02-03 00:00:00,23.91,91,52.0,-11.7292,-49.0686
Gurupi,2026-02-03 03:00:00,22.55,95,80.0,-11.7292,-49.0686
Gurupi,2026-02-03 06:00:00,21.92,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-03 09:00:00,22.03,98,100.0,-11.7292,-49.0686
Gurupi,2026-02-03 12:00:00,22.31,97,100.0,-11.7292,-49.0686
Gurupi,2026-02-03 15:00:00,22.03,98,100.0,-11.7292,-49.0686
Gurupi,2026-02-03 18:00:00,22.83,96,100.0,-11.7292,-49.0686
Gurupi,2026-02-03 21:00:00,22.68,96,38.0,-11.7292,-49.0686
Gurupi,2026-02-04 00:00:00,21.66,98,0.0,-11.7292,-49.0686
Gurupi,2026-02-04 03:00:00,21.36,98,0.0,-11.7292,-49.0686
Gurupi,2026-02-04 06:00:00,20.93,98,0.0,-11.7292,-49.0686
Gurupi,2026-02-04 09:00:00,20.47,97,0.0,-11.7292,-49.0686
Gurupi,2026-02-04 12:00:00,24.51,84,0.0,-11.7292,-49.0686
Gurupi,2026-02-04 15:00:00,28.68,66,34.0,-11.7292,-49.0686
Gurupi,2026-02-04 18:00:00,29.22,66,100.0,-11.7292,-49.0686
Gurupi,2026-02-04 21:00:00,27.12,82,100.0,-11.7292,-49.0686
Gurupi,2026-02-05 00:00:00,24.07,87,80.0,-11.7292,-49.0686
Gurupi,2026-02-05 03:00:00,23.34,91,0.0,-11.7292,-49.0686
Gurupi,2026-02-05 06:00:00,22.89,93,0.0,-11.7292,-49.0686
Gurupi,2026-02-05 09:00:00,22.15,96,81.0,-11.7292,-49.0686
Uruçuí,2026-02-01 12:00:00,24.44,87,0.0,-7.2294,-44.5561
Uruçuí,2026-02-01 15:00:00,28.03,71,100.0,-7.2294,-44.5561
Uruçuí,2026-02-01 18:00:00,32.07,53,100.0,-7.2294,-44.5561
Uruçuí,2026-02-01 21:00:00,28.55,70,50.0,-7.2294,-44.5561
Uruçuí,2026-02-02 00:00:00,25.87,79,32.0,-7.2294,-44.5561
Uruçuí,2026-02-02 03:00:00,24.97,81,0.0,-7.2294,-44.5561
Uruçuí,2026-02-02 06:00:00,23.86,89,95.0,-7.2294,-44.5561
Uruçuí,2026-02-02 09:00:00,22.46,96,100.0,-7.2294,-44.5561
Uruçuí,2026-02-02 12:00:00,26.64,77,100.0,-7.2294,-44.5561
Uruçuí,2026-02-02 15:00:00,28.93,69,100.0,-7.2294,-44.5561
Uruçuí,2026-02-02 18:00:00,28.68,73,100.0,-7.2294,-44.5561
Uruçuí,2026-02-02 21:00:00,25.29,88,100.0,-7.2294,-44.5561
Uruçuí,2026-02-03 00:00:00,24.69,85,100.0,-7.2294,-44.5561
Uruçuí,2026-02-03 03:00:00,22.78,97,100.0,-7.2294,-44.5561
Uruçuí,2026-02-03 06:00:00,22.36,97,84.0,-7.2294,-44.5561
Uruçuí,2026-02-03 09:00:00,21.8,98,0.0,-7.2294,-44.5561
Uruçuí,2026-02-03 12:00:00,24.82,84,0.0,-7.2294,-44.5561
Uruçuí,2026-02-03 15:00:00,29.84,61,60.0,-7.2294,-44.5561
Uruçuí,2026-02-03 18:00:00,28.34,71,100.0,-7.2294,-44.5561
Uruçuí,2026-02-03 21:00:00,25.96,82,100.0,-7.2294,-44.5561
Uruçuí,2026-02-04 00:00:00,24.04,88,100.0,-7.2294,-44.5561
Uruçuí,2026-02-04 03:00:00,22.96,92,87.0,-7.2294,-44.5561
Uruçuí,2026-02-04 06:00:00,22.31,95,61.0,-7.2294,-44.5561
Uruçuí,2026-02-04 09:00:00,21.78,97,25.0,-7.2294,-44.5561
Uruçuí,2026-02-04 12:00:00,26.78,77,43.0,-7.2294,-44.5561
Uruçuí,2026-02-04 15:00:00,31.6,55,100.0,-7.2294,-44.5561
Uruçuí,2026-02-04 18:00:00,29.77,63,80.0,-7.2294,-44.5561
Uruçuí,2026-02-04 21:00:00,27.39,72,1.0,-7.2294,-44.5561
Uruçuí,2026-02-05 00:00:00,25.1,81,20.0,-7.2294,-44.5561
Uruçuí,2026-02-05 03:00:00,23.01,93,100.0,-7.2294,-44.5561
Uruçuí,2026-02-05 06:00:00,22.2,96,100.0,-7.2294,-44.5561
Uruçuí,2026-02-05 09:00:00,21.7,97,100.0,-7.2294,-44.5561
Uruçuí,2026-02-05 12:00:00,25.47,85,100.0,-7.2294,-44.5561
Uruçuí,2026-02-05 15:00:00,30.05,61,100.0,-7.2294,-44.5561
Uruçuí,2026-02-05 18:00:00,30.34,61,100.0,-7.2294,-44.5561
Uruçuí,2026-02-05 21:00:00,26.52,82,100.0,-7.2294,-44.5561
Uruçuí,2026-02-06 00:00:00,24.52,88,100.0,-7.2294,-44.5561
Uruçuí,2026-02-06 03:00:00,23.92,90,100.0,-7.2294,-44.5561
Uruçuí,2026-02-06 06:00:00,22.53,97,100.0,-7.2294,-44.5561
Uruçuí,2026-02-06 09:00:00,22.6,96,42.0,-7.2294,-44.5561
Barreiras,2026-02-01 12:00:00,23.99,82,0.0,-12.1528,-44.99
Barreiras,2026-02-01 15:00:00,29.98,58,72.0,-12.1528,-44.99
Barreiras,2026-02-01 18:00:00,29.88,59,50.0,-12.1528,-44.99
Barreiras,2026-02-01 21:00:00,22.7,97,100.0,-12.1528,-44.99
Barreiras,2026-02-02 00:00:00,21.95,98,100.0,-12.1528,-44.99
Barreiras,2026-02-02 03:00:00,21.79,96,100.0,-12.1528,-44.99
Barreiras,2026-02-02 06:00:00,21.32,98,100.0,-12.1528,-44.99
Barreiras,2026-02-02 09:00:00,21.65,97,8.0,-12.1528,-44.99
Barreiras,2026-02-02 12:00:00,24.29,86,30.0,-12.1528,-44.99
Barreiras,2026-02-02 15:00:00,30.88,56,100.0,-12.1528,-44.99
Barreiras,2026-02-02 18:00:00,29.01,70,100.0,-12.1528,-44.99
Barreiras,2026-02-02 21:00:00,24.28,89,100.0,-12.1528,-44.99
